Row,Fact Check Number,Fact Check Text
46,1,Projeto Comprova
47,1,Snopes.com
48,1,UOL Notícias
50,1,PolitiFact
51,1,Fast Check 🔍
52,1,Boatos.org
53,1,Teyit
54,1,Science Feedback
55,1,MyGoPen
56,1,Agência Pública
57,1,Aos Fatos
58,1,Lupa - UOL
59,1,Boatos.org
60,1,Lupa - UOL
61,1,PolitiFact
62,1,Science Feedback
63,1,Snopes.com
64,1,Check Your Fact
65,1,Teyit
66,1,Tjekdet
67,1,Fast Check 🔍
68,1,Lupa - UOL
69,1,ColombiaCheck
70,1,Istinomer
71,1,Snopes
72,1,UOL Notícias
73,1,ColombiaCheck
74,1,AFP Factual
75,1,Boatos.org
76,1,Радио Свобода
77,1,Cek Fakta Tempo - Tempo.co
78,1,Lupa - UOL
79,1,FACTLY
80,1,PolitiFact
81,1,Verificat
82,1,Lupa - UOL
83,1,Rappler
84,1,Ballotpedia
85,1,MyGoPen
86,1,annie lab
87,1,Projeto Comprova
88,1,PolitiFact
89,1,Lupa - UOL
90,1,Science Feedback
91,1,AFP Factual
92,1,Fast Check 🔍
93,1,Lupa - UOL
95,1,Newtral
97,1,Snopes
98,1,Istinomer
99,1,ColombiaCheck
100,1,Aos Fatos
101,1,PolitiFact
103,1,Cek Fakta Tempo - Tempo.co
104,1,Lupa - UOL
105,1,ColombiaCheck
106,1,Boatos.org
107,1,PolitiFact
108,1,Tjekdet
109,1,Chequeado
110,1,Rappler
111,1,Teyit
113,1,PolitiFact
114,1,VOA
115,1,Boatos.org
116,1,Agência Pública
117,1,FactCheckNI
118,1,Observador
119,1,PolitiFact
120,1,UOL Notícias
121,1,Snopes.com
122,1,Chequeado
123,1,Istinomer
125,1,Tjekdet
126,1,Snopes
127,1,Boom Live
128,1,Teyit
130,1,Newtral
131,1,Tjekdet
132,1,Boatos.org
133,1,Factuel AFP
134,1,Aos Fatos
135,1,Snopes
136,1,Istinomer
137,1,Agência Pública
138,1,Lupa - UOL
139,1,Newtral
140,1,Fast Check 🔍
141,1,BOOM Fact Check
142,1,Projeto Comprova
143,1,Agência Pública
144,1,VOA
145,1,PolitiFact
146,1,Lupa - UOL
147,1,Fast Check 🔍
148,1,Newtral
149,1,VOA
150,1,OKO.press
151,1,VOA
152,1,Lupa - UOL
153,1,Science Feedback
155,1,Lupa - UOL
156,1,Full Fact
157,1,Istinomer
159,1,ColombiaCheck
160,1,Tjekdet
161,1,Tjekdet
162,1,Lupa - UOL
163,1,Lupa - UOL
164,1,ColombiaCheck
165,1,Projeto Comprova
166,1,OKO.press
167,1,Lupa - UOL
168,1,Tjekdet
169,1,Teyit
170,1,PolitiFact
171,1,Aos Fatos
172,1,Istinomer
173,1,The New York Times
174,1,The New York Times
175,1,Boatos.org
176,1,Agência Pública
177,1,Rappler
179,1,Maldita.es
180,1,Boatos.org
181,1,Aos Fatos
182,1,Cek Fakta Tempo - Tempo.co
183,1,PolitiFact
184,1,Lupa - UOL
185,1,Maldita.es
186,1,Lupa - UOL
187,1,AP News
188,1,Projeto Comprova
189,1,Lupa - UOL
190,1,Tjekdet
191,1,Fast Check 🔍
192,1,Lupa - UOL
193,1,Snopes
194,1,Lupa - UOL
195,1,Istinomer
196,1,ColombiaCheck
197,1,Istinomer
198,1,Tjekdet
199,1,Teyit
200,1,Lupa - UOL
1,1,Teyit
2,1,FactCheckHub
3,1,Gigafact
4,1,Demagog
5,1,ColombiaCheck
6,1,विश्वास न्यूज़ फैक्ट चेक हिंदी
7,1,المشاهد نت
8,1,PolitiFact
9,1,Du-Check
10,1,Проверено.Медиа
11,1,Snopes.com
12,1,BOOM Bangladesh
13,1,KGW
14,1,Boatos.org
15,1,TF1 Info
16,1,Franceinfo
17,1,PolitiFact
18,1,USA Today
20,1,AP News
21,1,TF1 Info
22,1,Franceinfo
24,1,PolitiFact
25,1,USA Today
26,1,팩트체크
27,1,Semakan Fakta
28,1,Doğruluk Payı
30,1,FactCheck.org
31,1,VERIFYThis.com
32,1,AP News
33,1,Indiatoday Malayalam
34,1,Ellinika Hoaxes
35,1,misbar.com
37,1,مسبار
38,1,Full Fact
39,1,FACTLY
40,1,misbar.com
41,1,Ellinika Hoaxes
42,1,misbar.com
43,1,فتبينوا
44,1,Snopes
45,1,גלובס
46,1,مسبار
47,1,Full Fact
48,1,YouTurn
51,1,misbar.com
52,1,Kallxo.com
53,1,misbar.com
54,1,Teyit
55,1,مسبار
56,1,Rappler
58,1,Wypowiedzi - weryfikujemy słowa polityków i osób publicznych
59,1,FACTLY
60,1,EFE Verifica
61,1,Snopes.com
62,1,Snopes
64,1,EFE Verifica
65,1,OKO.press
66,1,Wypowiedzi - weryfikujemy słowa polityków i osób publicznych
67,1,Rappler
69,1,Verificat
70,1,مسبار
71,1,FACTLY
72,1,Tempo.co
73,1,Teyit
76,1,Kallxo.com
77,1,Teyit
78,1,Fact Crescendo Cambodia
80,1,مسبار
82,1,مسبار
84,1,مسبار
85,1,VOA
86,1,Teyit
87,1,Kallxo.com
89,1,مسبار
90,1,YouTurn
91,1,Snopes.com
92,1,VOA
94,1,مسبار
95,1,misbar.com
96,1,Snopes
97,1,misbar.com
98,1,Maldita.es
99,1,Lead Stories
100,1,Wypowiedzi - weryfikujemy słowa polityków i osób publicznych
101,1,EFE Verifica
102,1,Newtral
103,1,مسبار
104,1,Kallxo.com
105,1,Newschecker
106,1,Verificat
107,1,Doğruluk Payı
108,1,misbar.com
110,1,Lead Stories
111,1,Wypowiedzi - weryfikujemy słowa polityków i osób publicznych
113,1,FACTLY
114,1,美国之音
115,1,PolitiFact
116,1,مسبار
117,1,Snopes
119,1,OKO.press
120,1,مسبار
121,1,Faktograf
122,1,FACTLY
123,1,VOA
124,1,مسبار
125,1,مسبار
126,1,مسبار
127,1,Newschecker
128,1,Nieuwscheckers
129,1,Fact Crescendo Cambodia
130,1,FACTLY
131,1,مسبار
132,1,مسبار
133,1,Snopes.com
134,1,مسبار
135,1,Tempo.co
136,1,Verificat
137,1,Teyit
138,1,YouTurn
139,1,Demagog
140,1,dpa-factchecking
141,1,BOOM
142,1,Snopes
143,1,مسبار
144,1,Demagog
145,1,OKO.press
146,1,FactCheck.org
148,1,Lead Stories
149,1,Kallxo.com
150,1,مسبار
151,1,Teyit
152,1,AP News
153,1,Lupa - UOL
154,1,مسبار
155,1,FACTLY
156,1,Rappler
157,1,VOA
158,1,مسبار
159,1,Teyit
160,1,EFE Verifica
162,1,Newschecker
163,1,Wypowiedzi - weryfikujemy słowa polityków i osób publicznych
164,1,Lead Stories
165,1,FACTLY
166,1,VOA
167,1,مسبار
168,1,مسبار
169,1,Doğruluk Payı
170,1,OKO.press
171,1,EFE Verifica
172,1,AFP Fact Check
174,1,Fact Crescendo Cambodia
175,1,FACTLY
176,1,Doğruluk Payı
178,1,Teyit
179,1,مسبار
180,1,Kallxo.com
181,1,VOA
182,1,Rappler
183,1,Snopes
184,1,Maldita.es
185,1,PolitiFact
186,1,Snopes
187,1,مسبار
188,1,Le Monde
189,1,مسبار
191,1,AFP Fact Check
192,1,Lead Stories
193,1,Snopes.com
194,1,VOA
195,1,مسبار
197,1,Aaj Tak
199,1,Snopes
200,1,20 Minutes
